Date,Ada,Adams,Bannock,Bear Lake,Benewah,Bingham,Blaine,Boise,Bonner,Bonneville,Boundary,Butte,Camas,Canyon,Caribou,Cassia,Clark,Clearwater,Custer,Elmore,Franklin,Fremont,Gem,Gooding,Idaho,Jefferson,Jerome,Kootenai,Latah,Lemhi,Lewis,Lincoln,Madison,Minidoka,Nez Perce,Oneida,Owyhee,Payette,Power,Shoshone,Teton,Twin Falls,Valley,Washington,Total
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3/14/20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
3/15/20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
3/16/20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
3/17/20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8.0
3/18/20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9.0
3/19/20,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,23.0
3/20/20,8,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,36.0
3/21/20,11,0,0,0,0,2,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,42.0
3/22/20,11,0,0,0,0,2,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,42.0
3/23/20,13,0,2,0,0,2,35,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,68.0
3/24/20,19,0,2,0,0,2,36,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,81.0
3/25/20,24,0,2,0,0,2,40,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1,0,91.0
3/26/20,39,0,3,0,0,2,66,0,0,0,0,0,0,13,0,1,0,0,1,0,0,1,0,0,1,2,0,9,0,0,0,0,2,0,1,0,0,1,0,0,2,1,1,0,146.0
3/27/20,54,0,2,0,0,1,93,0,0,0,0,0,0,23,0,1,0,0,1,0,0,1,0,0,1,2,0,10,0,0,0,0,2,0,4,0,0,4,0,0,2,3,1,0,205.0
3/28/20,76,0,3,0,0,1,99,0,0,1,0,0,0,23,0,1,0,0,1,0,0,1,1,0,1,2,0,11,0,0,0,1,2,0,4,0,0,1,0,0,2,2,1,0,234.0
3/29/20,92,0,3,0,0,1,114,0,1,1,0,0,0,22,0,1,0,0,1,0,0,1,1,0,1,2,0,26,0,0,0,1,2,0,4,0,1,1,0,0,2,2,1,0,281.0
3/30/20,113,0,3,0,0,1,130,0,1,2,0,0,0,40,0,1,0,0,1,0,0,1,3,0,1,2,0,26,0,0,0,1,2,0,4,0,1,1,0,0,2,3,1,0,340.0
3/31/20,195,0,4,0,0,2,192,0,1,2,0,0,1,48,0,1,0,0,1,1,0,1,4,0,1,2,2,29,0,0,0,2,5,1,9,0,1,1,0,0,2,5,2,0,515.0
4/1/20,195,0,4,0,0,2,228,0,1,2,0,0,1,53,0,1,0,0,2,3,0,1,5,0,2,3,2,30,1,0,0,3,4,1,9,0,1,1,0,0,2,7,2,0,566.0
4/2/20,312,1,4,0,0,2,256,0,1,2,0,0,1,68,0,1,0,0,2,3,0,1,4,1,2,3,7,31,1,0,0,5,4,1,14,0,1,3,0,0,3,31,2,0,767.0
4/3/20,307,1,4,0,0,2,351,0,1,3,0,0,1,79,0,3,0,0,2,9,0,1,6,1,1,3,8,37,1,0,1,5,4,1,13,0,2,5,0,0,3,32,3,1,891.0
4/4/20,360,1,5,0,0,2,405,0,2,5,0,0,1,89,0,4,0,0,2,10,0,1,7,1,2,3,11,37,1,0,1,7,4,1,13,0,2,5,0,0,3,33,3,1,1022.0
4/5/20,385,1,5,0,0,2,410,0,2,6,0,0,1,99,1,4,0,0,2,11,0,1,7,1,3,3,13,40,1,0,1,9,4,1,13,0,2,5,0,0,4,37,3,1,1078.0
4/6/20,402,1,5,0,0,2,410,0,2,6,0,0,1,101,1,4,0,0,2,11,0,1,7,1,2,4,13,42,1,0,1,9,4,3,13,0,2,6,0,0,4,37,2,1,1101.0
4/7/20,419,1,5,0,0,2,423,0,3,6,0,0,1,104,1,5,0,0,2,12,0,2,8,3,3,4,18,43,2,0,0,12,4,3,15,0,2,6,0,0,5,53,2,1,1170.0
4/8/20,438,1,5,0,0,2,428,0,3,7,0,0,1,114,1,5,0,0,2,14,0,2,8,3,3,4,18,42,2,0,0,12,4,3,17,0,2,6,2,0,5,53,2,1,1210.0
4/9/20,447,1,5,0,0,2,428,0,3,7,0,0,1,121,1,5,0,0,2,14,0,2,8,4,3,4,19,42,2,0,0,12,4,3,18,0,2,6,2,0,6,55,2,1,1232.0
4/10/20,495,1,5,0,0,2,446,0,3,11,0,0,1,139,1,6,0,0,2,16,0,2,8,5,3,4,24,42,3,0,0,14,5,4,19,0,4,8,2,0,6,70,2,1,1354.0
4/11/20,513,1,5,0,0,2,452,0,4,11,0,0,1,145,1,7,0,0,2,16,0,2,9,5,3,4,28,44,3,0,0,14,5,4,19,0,4,8,2,0,6,73,2,1,1396.0
4/12/20,517,1,5,0,0,2,454,0,4,12,0,0,1,146,1,7,0,0,2,16,0,2,9,5,3,4,29,44,3,0,0,14,5,4,19,0,4,8,2,0,6,75,2,1,1407.0
4/13/20,517,1,5,0,0,2,454,0,4,13,1,0,1,155,1,8,0,0,2,16,0,2,9,5,3,4,29,45,3,0,0,15,5,5,19,0,4,8,2,0,6,79,2,1,1426.0
4/14/20,538,1,5,0,0,2,458,0,4,14,1,0,1,161,1,10,0,0,2,16,0,2,9,5,3,4,30,45,3,0,0,15,5,6,20,0,4,9,2,0,6,79,2,1,1464.0
4/15/20,538,1,5,0,0,2,458,0,4,16,0,0,1,167,1,10,0,0,2,18,0,2,9,5,3,4,30,45,3,0,0,15,5,6,20,0,4,9,2,0,6,79,2,1,1473.0
4/16/20,567,1,8,0,0,2,469,0,4,24,0,0,1,181,1,9,0,0,2,18,0,2,10,7,3,5,38,48,3,0,0,15,8,9,27,0,4,10,2,0,7,99,2,1,1587.0
4/17/20,576,1,8,0,0,3,473,0,4,24,0,0,1,181,1,10,0,0,2,18,0,2,10,7,3,5,41,49,3,0,0,15,8,9,29,0,4,10,2,0,7,100,2,1,1609.0
4/18/20,593,1,8,0,0,3,475,0,4,24,0,0,1,187,1,10,0,0,2,21,0,2,10,7,3,5,44,50,3,0,0,16,8,10,30,0,4,10,2,0,8,110,2,1,1655.0
4/19/20,598,1,8,0,0,3,475,0,4,24,0,0,1,187,1,10,0,0,2,22,0,2,10,8,3,5,44,50,3,0,0,17,8,10,30,0,4,10,2,0,8,115,2,1,1668.0
4/20/20,598,1,8,0,0,3,476,0,4,24,0,0,1,187,1,10,0,0,2,22,0,2,10,8,3,5,44,51,3,0,0,17,8,10,30,0,4,10,2,0,8,117,2,1,1672.0
4/21/20,616,3,8,0,0,3,478,0,4,24,0,0,1,207,1,11,0,0,2,24,0,2,10,8,3,5,44,52,4,0,0,17,8,10,40,0,4,11,2,0,8,123,2,1,1736.0
4/22/20,622,3,8,0,0,3,480,0,4,24,0,0,1,212,1,11,0,0,2,25,0,2,10,8,3,5,44,53,4,0,0,18,8,10,44,0,5,11,2,0,8,132,2,1,1766.0
4/23/20,635,3,8,0,0,3,485,0,4,28,0,0,1,222,1,12,0,0,2,32,0,2,11,9,3,5,44,59,4,0,0,21,8,10,55,0,6,11,2,0,8,139,2,1,1836.0
4/24/20,642,3,8,0,0,3,489,0,4,28,0,0,1,226,1,12,0,0,2,32,0,2,11,9,3,5,45,59,4,0,0,21,8,10,58,0,8,13,2,0,8,149,2,2,1870.0
4/25/20,650,3,8,0,0,3,490,0,4,28,0,0,1,231,1,12,0,0,2,29,0,2,12,9,3,5,46,59,4,1,0,22,8,10,58,0,8,13,2,0,8,152,2,1,1887.0
4/26/20,650,3,8,0,0,3,492,0,4,28,0,0,1,233,1,12,0,0,2,29,0,2,12,9,3,5,46,61,4,1,0,22,8,10,58,0,8,13,2,0,8,156,2,1,1897.0
4/27/20,650,3,8,0,0,3,492,0,4,28,0,0,1,233,1,12,0,0,2,29,0,2,12,9,3,5,46,61,4,1,0,22,8,10,58,0,8,13,2,0,8,156,2,1,1897.0
4/28/20,662,3,10,0,0,3,497,0,4,27,0,0,1,250,1,12,0,0,2,30,0,2,12,9,3,5,48,61,5,1,0,24,9,11,59,0,8,14,2,0,9,165,2,1,1952.0
4/29/20,662,3,10,0,0,3,497,0,4,27,0,0,1,250,1,12,0,0,2,30,0,2,12,9,3,5,48,61,5,1,0,24,9,11,59,0,8,14,2,0,9,165,2,1,1952.0
4/30/20,671,3,11,0,0,4,498,0,4,28,0,0,1,252,1,12,0,0,2,30,0,2,12,11,3,5,51,61,5,1,0,27,10,11,60,0,8,16,2,0,9,170,2,1,1984.0
5/1/20,681,3,11,0,0,4,497,0,4,28,0,0,1,255,1,13,0,0,2,30,0,2,13,12,3,5,54,62,5,1,0,27,11,11,60,0,8,16,2,0,9,181,2,1,2015.0
5/2/20,705,3,11,0,0,4,497,0,4,28,0,0,1,258,1,13,0,0,2,30,0,2,13,12,3,5,55,62,5,1,0,29,12,11,60,0,8,16,2,0,9,196,2,1,2061.0
5/3/20,705,3,11,0,0,4,497,0,4,28,0,0,1,258,1,13,0,0,2,30,0,2,13,12,3,5,55,62,5,1,0,29,12,11,60,0,8,16,2,0,9,196,2,1,2061.0
5/4/20,710,3,11,0,0,4,498,0,4,28,0,0,1,266,1,13,0,0,2,30,0,2,14,13,3,5,57,62,5,1,0,29,12,11,74,0,8,17,2,0,9,208,2,1,2106.0
5/5/20,713,3,11,0,0,4,499,0,4,28,0,0,1,266,1,13,0,0,2,30,0,3,14,13,3,5,61,62,5,1,0,29,13,11,74,0,8,17,2,0,10,218,2,1,2127.0
5/6/20,717,3,12,0,0,4,499,0,4,28,0,0,1,270,1,13,0,0,2,31,0,3,14,14,3,5,64,62,5,1,0,29,13,11,78,0,8,17,2,0,10,231,2,1,2158.0
5/7/20,721,3,12,0,0,4,499,0,4,28,0,0,1,272,1,13,0,0,2,31,0,3,14,16,3,5,65,62,5,1,0,29,16,11,78,0,8,17,2,0,10,239,2,1,2178.0
5/8/20,721,3,12,0,0,4,499,0,4,28,0,0,1,272,1,13,0,0,2,31,0,3,14,16,3,5,65,62,5,1,0,29,16,11,78,0,8,17,2,0,10,239,2,1,2178.0
5/9/20,731,3,12,0,0,4,499,0,4,30,0,0,1,272,1,14,0,0,2,31,0,3,16,16,3,5,67,63,5,1,0,29,16,11,78,0,8,17,2,0,10,248,2,1,2205.0
5/10/20,733,3,12,0,0,4,503,0,4,30,0,0,1,272,1,15,0,0,2,31,0,3,16,17,3,5,71,63,5,1,0,29,17,11,78,0,8,17,2,0,11,259,2,1,2230.0
5/11/20,739,3,13,0,0,4,506,0,4,30,0,0,1,274,1,15,0,0,2,31,0,3,16,18,3,5,75,64,5,1,0,29,18,11,78,0,8,17,2,0,11,269,2,2,2260.0
5/12/20,744,3,13,0,0,4,506,0,4,30,0,0,1,274,1,15,0,0,2,31,0,3,16,20,3,5,81,64,5,1,0,29,18,12,79,0,8,17,3,0,11,280,2,8,2293.0
5/13/20,744,3,13,0,0,4,506,0,4,30,0,0,1,274,1,15,0,0,2,31,0,3,16,20,3,5,81,64,5,1,0,29,18,12,79,0,8,17,3,0,11,280,2,8,2293.0
5/14/20,759,3,13,0,0,6,507,0,4,30,0,0,1,276,1,16,0,0,2,31,0,3,16,22,3,5,87,64,6,1,0,29,18,15,79,0,8,19,3,0,11,298,2,13,2351.0
5/15/20,759,3,13,0,0,6,507,0,4,30,0,0,1,276,1,16,0,0,2,31,0,3,16,22,3,5,87,64,6,1,0,29,18,15,79,0,8,19,3,0,11,298,2,13,2351.0
5/16/20,773,3,14,0,0,6,508,0,4,33,0,0,1,277,1,18,0,0,2,31,0,3,16,25,3,7,95,65,6,1,0,29,19,15,79,0,8,20,3,0,11,318,2,23,2419.0
5/17/20,773,3,14,0,0,6,508,0,4,33,0,0,1,277,1,18,0,0,2,31,0,3,16,25,3,7,95,65,6,1,0,29,19,15,79,0,8,20,3,0,11,318,2,23,2419.0
5/18/20,780,3,16,0,0,6,508,0,4,33,0,0,1,277,1,19,0,0,2,31,0,3,16,26,3,7,102,66,6,1,0,29,19,15,79,0,8,22,3,0,11,326,2,30,2455.0
5/19/20,780,3,16,0,0,6,508,0,4,33,0,0,1,277,1,19,0,0,2,31,0,3,16,26,3,7,102,66,6,1,0,29,19,15,79,0,8,22,3,0,11,326,2,30,2455.0
5/20/20,792,3,16,0,0,6,509,0,4,32,0,0,1,280,1,20,0,0,2,31,0,3,16,29,3,7,110,66,6,1,0,29,20,20,81,0,8,22,3,0,11,340,2,32,2506.0
5/21/20,792,3,16,0,0,6,509,0,4,32,0,0,1,280,1,20,0,0,2,31,0,3,16,29,3,7,110,66,6,1,0,29,20,20,81,0,8,22,3,0,11,340,2,32,2506.0
5/22/20,794,3,17,0,0,6,510,0,4,32,0,0,1,284,1,22,0,0,2,31,0,3,17,35,3,7,137,66,7,1,0,30,20,26,81,0,8,23,3,0,11,374,2,34,2595.0
5/23/20,794,3,17,0,0,6,510,0,4,32,0,0,1,284,1,22,0,0,2,31,0,3,17,35,3,7,137,66,7,1,0,30,20,26,81,0,8,23,3,0,11,374,2,34,2595.0
5/24/20,796,3,18,0,0,6,510,0,4,32,0,0,1,284,1,28,0,0,2,31,0,3,17,39,3,7,145,66,7,1,0,30,20,29,81,0,8,23,3,0,11,381,2,34,2626.0
5/25/20,796,3,18,0,0,6,510,0,4,32,0,0,1,284,1,28,0,0,2,31,0,3,17,39,3,7,145,66,7,1,0,30,20,29,81,0,8,23,3,0,11,381,2,34,2626.0
5/26/20,796,3,18,0,0,6,510,0,4,32,0,0,1,284,1,28,0,0,2,31,0,3,17,39,3,7,145,66,7,1,0,30,20,29,81,0,8,23,3,0,11,381,2,34,2626.0
5/27/20,798,3,20,0,3,6,510,0,4,33,0,0,1,287,1,49,0,0,2,31,0,3,17,40,3,7,154,66,7,1,0,32,21,40,82,0,8,23,3,0,11,396,2,34,2698.0
5/28/20,803,3,24,0,9,6,512,0,4,37,0,0,1,294,1,56,0,0,2,31,0,3,17,46,3,7,161,67,7,1,0,33,21,45,82,0,8,23,3,0,11,410,2,36,2769.0
5/29/20,803,3,24,0,9,6,512,0,4,37,0,0,1,294,1,56,0,0,2,31,0,3,17,46,3,7,161,67,7,1,0,33,21,45,82,0,8,23,3,0,11,410,2,36,2769.0
5/30/20,805,3,27,0,8,6,512,0,6,37,0,0,1,300,1,62,0,0,2,31,1,3,17,47,3,7,165,67,7,1,0,33,21,46,82,0,8,23,4,0,11,416,2,38,2803.0
5/31/20,812,3,28,0,8,6,512,0,6,47,0,0,1,303,1,63,0,0,2,31,2,3,17,47,3,7,169,68,7,1,0,33,21,50,82,0,8,23,5,0,11,419,2,38,2839.0
6/1/20,812,3,28,0,8,6,512,0,6,47,0,0,1,303,1,63,0,0,2,31,2,3,17,47,3,7,169,68,7,1,0,33,21,50,82,0,8,23,5,0,11,419,2,38,2839.0
6/2/20,818,3,34,0,12,8,512,0,6,51,0,0,1,310,1,85,0,0,2,31,9,3,17,49,3,7,175,73,7,1,0,33,21,58,82,0,8,23,6,0,11,428,2,43,2933.0
6/3/20,818,3,34,0,12,8,512,0,6,51,0,0,1,310,1,85,0,0,2,31,9,3,17,49,3,7,175,73,7,1,0,33,21,58,82,0,8,23,6,0,11,428,2,43,2933.0
6/4/20,823,3,37,0,14,11,514,0,6,56,0,0,1,315,3,89,0,0,2,32,9,4,17,50,3,9,180,74,7,1,0,33,25,61,83,0,8,25,6,0,11,432,2,44,2990.0
6/5/20,833,3,45,0,17,20,514,0,6,60,0,0,1,336,3,109,0,0,2,32,8,4,17,55,3,9,194,81,7,1,0,33,27,71,83,0,8,26,7,0,11,437,2,46,3111.0
6/6/20,838,3,47,0,18,20,514,0,6,60,0,0,1,340,3,112,0,0,2,32,9,4,17,56,3,9,194,82,7,1,0,34,27,72,83,0,8,26,7,0,11,445,2,46,3139.0
6/7/20,838,3,47,0,18,20,514,0,6,60,0,0,1,340,3,112,0,0,2,32,9,4,17,56,3,9,194,82,7,1,0,34,27,72,83,0,8,26,7,0,11,445,2,46,3139.0
6/8/20,844,3,49,0,18,22,514,0,6,64,0,0,1,345,3,117,0,0,2,32,9,4,17,57,3,9,198,85,7,1,0,34,27,78,83,0,8,26,7,0,11,456,3,46,3189.0
