Date,Allen,Anderson,Atchison,Barber,Barton,Bourbon,Brown,Butler,Chase,Chautauqua,Cherokee,Cheyenne,Clark,Clay,Cloud,Coffey,Comanche,Cowley,Crawford,Decatur,Dickinson,Doniphan,Douglas,Edwards,Elk,Ellis,Ellsworth,Finney,Ford,Franklin,Geary,Gove,Graham,Grant,Gray,Greeley,Greenwood,Hamilton,Harper,Harvey,Haskell,Hodgeman,Jackson,Jefferson,Jewell,Johnson,Kearny,Kingman,Kiowa,Labette,Lane,Leavenworth,Lincoln,Linn,Logan,Lyon,Marion,Marshall,McPherson,Meade,Miami,Mitchell,Montgomery,Morris,Morton,Nemaha,Neosho,Ness,Norton,Osage,Osborne,Ottawa,Pawnee,Phillips,Pottawatomie,Pratt,Rawlins,Reno,Republic,Rice,Riley,Rooks,Rush,Russell,Saline,Scott,Sedgwick,Seward,Shawnee,Sheridan,Sherman,Smith,Stafford,Stanton,Stevens,Sumner,Thomas,Trego,Wabaunsee,Wallace,Washington,Wichita,Wilson,Woodson,Wyandotte,Total
3/19/20,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35.0
3/20/20,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48.0
3/21/20,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57.0
3/22/20,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,65.0
3/23/20,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84.0
3/24/20,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,100.0
3/25/20,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,11,0,4,0,4,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,134.0
3/26/20,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,59,0,0,0,0,0,12,0,4,0,4,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,16,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,34,172.0
3/27/20,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,1,0,0,3,0,0,1,14,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,66,0,0,0,0,0,12,0,4,0,4,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,2,0,0,0,0,0,20,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,43,206.0
3/28/20,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,5,0,0,3,0,0,1,23,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,80,0,0,0,0,0,15,0,4,0,4,0,0,1,0,0,2,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,2,0,0,0,0,0,33,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,53,266.0
3/29/20,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,8,0,0,4,0,0,1,23,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,108,0,0,0,0,0,17,0,5,0,7,0,0,3,0,0,2,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0,7,0,0,2,0,0,0,0,0,42,0,13,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,55,330.0
3/30/20,0,0,1,0,0,3,0,3,0,0,2,0,0,1,0,10,0,0,5,0,0,1,23,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,116,0,0,0,0,0,20,0,5,0,9,0,0,3,0,0,2,4,2,0,0,1,0,0,2,0,1,0,0,1,0,0,7,0,0,2,0,0,0,1,0,49,0,14,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,67,372.0
3/31/20,0,0,1,0,1,3,0,3,0,1,3,0,0,1,0,14,0,0,5,0,0,1,24,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,134,0,0,0,1,0,24,0,5,0,11,0,0,3,0,0,2,5,2,0,0,1,0,0,3,0,1,0,0,2,0,0,7,0,0,2,0,0,0,1,0,58,0,17,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,79,434.0
4/1/20,0,0,1,0,1,3,0,5,0,1,3,0,0,1,0,16,0,0,5,0,0,1,31,0,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,143,0,0,0,1,0,25,0,5,0,12,0,0,5,0,0,2,6,2,0,0,1,0,0,3,0,1,0,0,2,1,0,8,0,0,5,0,0,0,1,0,64,0,18,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,93,485.0
4/2/20,0,1,1,0,2,3,0,7,0,1,4,0,0,1,1,16,0,1,5,0,0,1,31,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,161,0,0,0,1,0,27,0,6,0,16,0,0,5,0,0,2,6,2,0,0,1,0,0,3,0,1,0,0,2,1,0,8,0,0,6,0,0,0,3,0,79,0,20,0,0,0,1,0,2,1,0,0,0,0,0,0,0,3,106,553.0
4/3/20,0,0,1,0,3,3,0,7,0,2,5,0,0,1,1,18,0,1,4,0,0,1,31,0,0,0,0,4,1,9,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,172,0,0,0,1,0,31,0,5,0,17,1,0,6,0,0,2,6,2,0,0,1,0,0,3,1,1,0,0,2,1,0,9,0,0,11,0,0,0,4,0,85,0,26,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,137,629.0
4/4/20,0,0,2,0,3,3,0,8,0,3,5,0,0,1,1,23,0,1,4,0,0,1,32,0,0,0,0,9,1,9,0,1,0,0,0,0,1,0,0,2,0,0,1,2,1,185,0,0,0,4,0,33,0,5,0,19,2,0,8,0,2,2,6,2,0,0,1,0,0,3,2,2,0,0,2,1,0,9,0,0,11,0,0,0,5,0,97,0,27,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,149,698.0
4/5/20,0,0,2,0,3,4,0,8,0,3,5,0,0,1,1,24,0,1,6,0,0,1,33,0,0,0,0,10,1,9,2,1,0,0,0,0,1,0,0,2,0,0,1,2,1,192,0,0,0,4,0,36,0,5,0,24,2,0,8,0,2,2,6,2,0,0,1,0,0,3,2,3,0,0,2,1,0,10,0,0,13,0,0,0,5,0,108,0,32,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,158,751.0
4/6/20,0,0,2,0,3,6,0,8,0,3,5,0,0,1,1,29,0,1,4,0,0,1,36,0,0,0,0,10,1,10,2,1,0,0,0,0,1,0,0,3,0,0,1,3,1,212,0,0,0,5,0,40,0,5,0,23,3,0,9,0,2,2,9,2,1,0,1,0,0,3,2,3,0,0,3,1,0,10,1,0,14,0,0,0,7,0,124,0,40,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,186,849.0
4/7/20,0,0,2,1,3,7,0,8,0,3,5,0,0,1,2,32,0,1,6,0,0,1,38,0,0,0,0,11,1,10,4,1,0,0,0,0,1,0,0,4,0,0,1,3,1,219,0,0,0,8,0,43,0,5,0,25,3,0,10,0,2,2,9,2,1,0,1,0,0,3,2,3,0,0,3,1,0,11,2,0,17,0,0,0,7,1,134,1,47,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,195,912.0
4/8/20,0,0,2,1,4,7,0,8,0,3,5,0,0,1,3,35,0,1,4,0,0,1,38,0,0,0,0,11,2,10,4,1,0,0,0,0,1,0,0,4,0,0,1,5,2,244,0,0,0,9,0,59,0,5,0,26,3,0,11,0,2,2,11,2,1,0,1,0,0,3,2,3,0,0,5,1,0,10,3,0,19,2,0,0,7,1,154,3,50,0,0,0,1,0,1,2,0,0,1,0,0,0,0,3,245,1046.0
4/9/20,0,0,2,1,4,7,0,8,0,3,5,0,0,1,3,36,0,1,6,0,0,1,38,0,0,0,0,12,2,10,5,1,0,0,0,0,1,0,0,4,0,0,1,5,2,252,0,0,0,11,0,61,0,5,0,27,3,0,13,0,3,2,11,2,1,0,1,0,0,3,2,3,0,0,5,1,0,11,3,0,20,2,0,0,8,1,161,3,56,0,0,0,1,0,1,2,0,0,7,0,0,0,0,3,272,1116.0
4/10/20,0,0,2,1,4,7,0,8,0,3,5,0,0,1,3,36,0,1,6,0,0,1,38,0,0,1,0,12,2,10,5,1,0,0,0,0,1,0,0,4,0,0,1,5,2,252,0,0,0,11,0,61,0,5,0,27,3,0,13,0,3,2,11,2,1,0,1,0,0,3,2,3,0,0,5,1,0,11,3,0,20,2,0,0,8,1,161,3,56,0,0,0,1,0,1,2,0,0,7,0,0,0,0,3,272,1117.0
4/11/20,0,1,3,1,4,7,0,8,0,3,6,0,0,1,3,38,0,1,6,0,0,1,39,0,0,1,0,15,5,12,5,1,0,0,0,0,1,1,0,4,0,0,1,5,2,283,0,0,0,18,0,75,0,5,0,27,3,0,13,0,3,2,14,2,1,0,2,0,0,3,2,3,0,1,5,1,0,11,4,0,20,2,0,0,8,1,191,3,73,0,0,0,1,0,2,2,0,0,1,0,0,0,0,3,315,1275.0
4/12/20,0,1,3,1,4,7,0,8,0,3,6,0,0,1,3,38,0,1,6,0,0,1,39,0,0,1,0,15,13,12,5,1,0,0,0,0,1,1,0,4,0,0,1,5,3,304,1,0,0,18,0,85,0,5,0,27,3,0,13,0,3,2,14,2,1,0,2,0,0,4,2,3,0,1,5,1,0,11,4,0,20,2,0,0,9,1,196,5,74,0,0,0,1,1,2,2,0,0,1,0,0,0,0,3,332,1344.0
4/13/20,0,1,3,1,4,7,0,9,0,3,6,0,0,1,3,40,0,1,6,0,0,1,40,0,0,2,0,17,16,12,8,1,0,0,0,0,1,1,0,4,0,0,1,5,3,309,1,0,0,18,0,90,0,5,0,30,4,0,13,0,3,2,14,2,1,0,2,0,0,4,2,3,0,1,5,1,0,13,4,0,21,2,0,0,10,1,200,6,78,0,0,0,1,2,2,2,0,0,1,0,0,0,0,3,337,1390.0
4/14/20,0,0,3,1,4,7,0,9,0,3,6,0,0,1,3,41,0,1,6,0,1,1,40,0,0,4,0,17,17,12,10,1,0,0,0,0,1,1,0,5,0,0,1,5,3,323,0,0,0,19,0,95,0,5,0,32,5,0,14,0,4,2,11,2,1,0,2,0,0,4,2,3,0,1,5,1,0,14,4,0,23,2,0,0,13,1,206,6,80,0,0,1,1,2,2,2,0,0,1,0,0,0,0,3,345,1441.0
4/15/20,0,0,3,1,5,7,0,10,0,3,7,0,0,1,3,45,0,1,6,0,1,1,41,0,0,4,0,18,32,12,9,1,0,0,0,0,1,1,0,5,0,0,1,5,3,334,0,0,0,20,0,95,0,6,0,32,5,0,14,0,4,2,11,2,1,0,2,0,0,4,2,3,0,1,5,1,0,14,4,0,25,2,0,0,13,1,209,7,82,0,0,1,1,2,2,2,0,0,1,0,0,0,0,4,363,1504.0
4/16/20,0,0,3,1,5,7,0,10,0,3,7,0,0,1,3,45,0,1,6,0,1,1,42,0,0,4,0,21,51,12,9,1,0,0,0,0,1,1,0,5,0,0,1,5,3,343,0,0,0,20,0,115,0,6,0,48,5,0,15,0,4,2,11,2,2,0,2,0,0,4,2,3,0,1,5,1,0,14,4,0,26,3,0,0,15,1,219,13,84,0,1,1,1,2,3,3,0,0,1,0,0,0,0,4,379,1615.0
4/17/20,0,0,4,1,6,7,0,11,1,3,7,0,0,2,3,45,0,1,6,0,1,1,42,0,0,4,0,27,84,12,9,1,0,0,0,0,2,1,0,5,0,0,1,6,3,358,0,0,0,20,0,115,0,6,0,47,5,0,15,0,4,2,12,2,2,0,2,0,0,4,2,3,0,1,5,1,0,14,4,0,27,3,0,0,15,1,231,24,90,0,1,2,1,3,3,3,0,0,1,0,0,0,1,4,400,1730.0
4/18/20,0,0,4,1,6,7,0,12,1,3,7,0,0,2,3,46,0,1,6,0,1,1,43,0,0,4,0,31,107,12,9,1,0,0,0,0,2,1,0,5,0,0,1,5,3,369,0,0,0,20,0,123,0,6,0,57,5,0,15,0,4,2,12,2,2,0,2,0,0,4,2,3,0,1,6,1,0,14,4,0,27,4,0,0,15,1,238,35,90,0,1,2,1,3,3,3,0,0,1,0,0,0,1,5,412,1821.0
4/19/20,0,0,5,1,6,7,0,12,1,3,7,0,0,2,3,47,0,1,6,0,1,1,43,0,0,8,0,35,127,12,9,1,0,0,1,0,2,1,0,5,0,0,1,5,4,372,1,0,0,20,0,128,0,6,0,77,5,0,16,0,4,2,12,2,2,0,2,0,0,4,2,3,0,1,6,1,0,14,4,0,27,4,0,0,15,1,242,47,91,0,1,2,1,3,3,3,0,0,1,0,0,0,1,5,417,1905.0
4/20/20,0,0,6,1,7,7,0,12,1,3,7,0,0,5,3,47,0,1,6,0,1,1,43,1,0,8,0,41,180,12,9,1,0,0,1,0,2,1,0,5,1,0,1,6,4,377,2,0,0,20,0,135,0,6,0,77,5,0,17,0,4,2,12,2,2,0,2,0,0,4,2,3,0,1,6,1,0,15,4,0,29,4,0,0,17,1,250,79,94,1,1,2,1,4,4,3,0,0,2,0,0,0,1,5,427,2048.0
4/21/20,0,0,6,1,9,7,0,12,1,3,7,0,0,5,3,47,0,1,6,0,1,3,43,1,0,8,0,42,187,12,9,1,0,0,0,0,2,1,0,5,1,0,1,6,4,384,4,0,0,20,0,136,0,6,0,111,5,0,19,0,4,2,12,2,2,0,2,0,0,4,2,3,0,1,6,1,0,15,4,0,31,4,0,0,17,1,283,96,94,2,1,2,1,4,4,3,0,0,2,0,0,0,1,5,433,2164.0
4/22/20,0,0,6,1,9,7,0,13,1,3,7,0,0,4,3,47,0,1,6,0,1,3,43,1,0,8,0,56,208,12,9,1,0,0,0,0,2,1,0,5,1,0,1,6,4,396,4,0,0,20,0,150,0,6,0,110,5,0,19,0,4,2,12,3,2,0,2,0,0,5,2,3,0,1,6,1,0,16,4,0,34,4,0,0,17,1,295,142,96,2,1,2,1,4,4,3,0,0,3,0,0,0,1,5,473,2331.0
4/23/20,0,0,8,1,9,6,0,13,1,3,7,0,1,4,3,48,0,1,6,0,1,3,44,1,0,8,0,127,288,12,9,1,0,0,1,0,2,1,0,5,6,0,1,7,4,403,9,0,1,20,0,154,0,6,0,158,5,0,20,0,4,2,13,3,2,0,2,0,0,5,2,3,0,1,8,1,0,17,4,1,37,4,0,0,17,1,316,249,100,2,1,2,1,4,6,3,0,0,6,0,0,0,1,5,490,2721.0
4/24/20,0,0,8,1,9,6,0,13,1,3,7,0,1,4,3,48,0,2,6,0,1,3,46,1,0,8,0,162,350,12,9,1,0,1,2,0,3,1,0,5,6,0,1,8,4,417,10,0,1,21,0,154,0,6,0,174,5,0,20,1,4,2,13,3,2,0,2,0,0,5,2,3,0,1,8,1,0,24,4,3,40,4,0,0,18,1,323,291,100,2,3,2,1,4,6,3,0,0,6,0,0,0,1,5,527,2959.0
4/25/20,0,0,8,1,9,6,0,13,1,3,7,0,1,4,3,48,0,2,6,0,1,3,48,1,0,8,0,162,419,12,10,1,0,1,2,0,3,2,0,5,7,0,1,8,4,424,11,0,1,21,0,169,0,6,0,176,5,0,20,1,5,2,16,3,2,0,2,0,0,5,2,3,0,1,9,1,0,24,4,3,43,5,0,0,19,1,334,314,101,2,3,2,1,4,6,3,0,0,10,0,0,0,1,5,555,3135.0
4/26/20,0,0,9,1,9,6,0,13,1,3,7,0,1,4,3,48,0,2,7,0,2,3,48,1,0,8,0,202,459,12,10,1,0,1,2,0,3,2,0,5,7,0,2,8,4,430,11,0,1,21,0,177,0,6,0,176,5,0,20,2,5,2,16,3,2,0,2,0,0,5,2,3,0,1,9,1,0,26,4,3,44,6,0,0,19,1,338,336,101,2,3,2,1,4,6,3,0,0,13,0,0,0,1,5,565,3277.0
4/27/20,0,0,9,1,9,6,0,14,1,3,7,0,1,4,3,48,0,3,7,0,2,3,49,2,0,8,0,238,516,12,10,1,0,1,3,0,3,2,0,6,7,0,2,8,4,440,12,0,1,21,0,184,0,6,0,177,5,0,20,2,5,2,16,3,2,1,2,0,0,5,2,3,0,1,9,1,0,27,4,3,45,6,0,0,20,1,339,393,106,2,3,2,1,4,7,3,0,0,15,0,0,0,1,5,573,3473.0
4/28/20,0,0,9,1,9,6,0,15,3,4,7,1,1,5,3,48,0,3,7,0,2,3,49,2,0,8,0,270,544,13,11,1,0,1,4,0,3,2,0,6,7,0,2,8,4,446,14,0,1,21,0,187,0,6,0,193,5,0,20,2,5,2,16,3,3,1,2,0,0,5,2,3,0,1,9,1,0,27,4,3,47,6,0,0,20,0,354,444,108,2,3,2,1,4,8,3,0,0,15,0,0,0,1,5,585,3652.0
4/29/20,0,0,9,1,9,6,0,16,3,4,8,2,1,4,4,48,0,3,7,0,2,3,49,3,1,8,0,270,600,13,11,1,0,2,4,0,3,2,0,6,7,0,2,9,4,454,14,0,1,22,0,197,0,6,0,201,5,0,20,3,5,3,16,3,3,1,3,0,0,5,2,4,0,1,10,1,0,35,4,3,47,6,0,0,21,0,366,472,112,2,3,2,1,6,8,3,0,0,18,0,0,0,1,5,619,3839.0
4/30/20,0,0,9,1,9,6,0,16,3,4,8,2,1,4,4,48,0,3,8,0,2,3,50,3,1,8,0,404,675,14,11,1,0,4,4,0,3,2,1,7,7,0,2,9,4,464,16,0,1,22,0,356,0,6,0,218,5,0,22,5,5,3,17,3,3,1,2,0,0,5,2,4,0,1,13,1,0,36,4,3,49,6,0,0,21,0,402,527,117,2,4,2,1,6,9,3,0,0,21,0,1,0,1,5,677,4413.0
5/1/20,0,0,10,1,9,6,0,14,3,4,8,2,1,4,4,48,0,3,8,0,2,3,51,4,1,8,0,503,702,14,11,1,0,5,5,0,3,2,1,7,7,0,2,9,4,471,19,0,1,22,0,372,0,6,0,230,5,0,22,6,5,3,17,3,3,1,2,0,1,5,2,4,0,1,13,1,0,39,4,3,51,6,0,0,21,1,408,528,121,2,4,2,1,6,9,3,0,0,22,0,1,0,1,6,710,4634.0
5/2/20,0,0,10,1,9,6,0,14,3,4,8,2,1,4,4,48,0,3,8,0,2,4,51,4,0,8,0,550,770,16,11,1,0,5,5,0,3,4,1,8,7,0,2,10,4,486,19,0,1,22,0,386,0,6,0,245,5,0,22,10,5,3,17,3,3,1,2,0,1,5,2,4,0,1,13,1,0,40,4,3,52,6,0,0,21,1,418,539,126,2,5,2,1,6,10,3,0,0,23,0,0,0,1,6,762,4885.0
5/3/20,0,0,11,1,9,6,1,14,3,4,8,2,1,4,4,49,0,3,8,0,2,4,51,4,0,8,0,550,815,17,11,1,0,7,5,0,3,4,1,8,7,0,2,10,4,498,19,0,2,22,0,498,0,6,0,248,5,0,23,10,5,3,18,3,3,1,2,0,2,5,2,4,0,1,15,1,0,41,4,3,54,6,0,0,21,1,426,547,127,2,5,2,1,6,11,4,0,0,24,0,0,0,1,6,826,5156.0
5/4/20,0,0,11,1,9,6,1,14,3,4,8,2,2,4,4,49,0,3,8,0,2,4,51,4,0,8,0,586,832,19,11,1,0,7,6,0,3,4,1,8,8,0,2,10,4,504,21,0,2,22,0,529,0,6,0,255,5,0,23,11,5,3,19,3,3,1,2,0,2,5,2,4,0,1,15,1,0,40,4,3,55,6,0,0,21,1,436,599,128,2,5,2,1,7,12,4,0,0,27,0,0,0,1,6,879,5383.0
5/5/20,0,0,12,1,9,6,1,14,3,4,8,2,8,5,4,49,0,3,8,0,2,4,51,4,0,8,1,659,869,19,11,1,0,7,6,0,3,4,1,9,8,0,2,10,4,513,23,0,2,22,0,602,0,6,0,265,5,0,23,12,5,3,20,3,3,1,2,0,2,5,2,4,0,1,15,1,0,40,4,3,55,6,0,0,21,2,439,622,133,2,5,2,1,7,12,4,0,0,27,0,0,0,1,6,896,5648.0
5/6/20,0,0,12,1,12,6,1,14,3,4,8,2,9,4,4,50,0,3,8,0,2,4,56,4,0,8,1,740,880,20,13,1,0,8,6,0,3,4,1,9,8,0,2,11,4,521,24,0,2,22,0,783,0,6,0,271,5,0,25,13,5,3,20,3,3,1,2,0,2,5,2,4,0,1,15,1,0,40,4,3,55,6,0,0,21,2,441,640,137,2,5,2,1,7,14,4,0,0,27,0,0,0,1,6,910,5993.0
5/7/20,0,0,12,1,12,6,1,14,3,4,8,2,17,4,4,50,0,3,8,0,2,7,56,4,0,8,1,791,930,20,13,1,0,8,6,0,3,5,1,9,9,0,2,12,4,553,26,0,2,22,0,885,0,6,0,282,5,0,25,16,5,3,20,3,3,1,2,0,2,5,2,4,0,1,15,1,0,41,4,3,56,6,0,0,21,2,454,664,140,2,5,2,1,7,14,4,0,0,27,0,0,0,1,6,942,6332.0
5/8/20,0,0,12,1,17,6,1,14,3,4,8,2,17,4,4,50,0,3,8,0,2,7,56,4,0,8,2,861,1024,20,14,1,0,11,7,0,3,7,1,9,14,0,2,12,4,576,28,0,2,22,0,906,0,6,0,294,5,0,25,21,5,3,21,3,3,1,2,0,2,5,2,4,0,1,16,1,0,41,4,3,57,6,0,0,21,3,457,678,149,2,5,2,1,9,14,4,0,0,27,0,0,0,1,6,1000,6667.0
5/9/20,0,0,12,1,19,6,1,14,3,4,8,2,17,4,4,50,0,3,8,0,2,7,56,4,0,8,2,902,1061,20,14,1,0,11,7,0,3,8,1,9,15,0,3,12,4,583,30,0,2,22,0,908,0,6,0,298,5,0,25,21,6,3,21,3,3,1,2,0,2,5,2,4,0,1,16,1,0,41,4,3,57,6,0,0,21,3,458,681,160,2,5,2,1,9,17,4,0,0,27,0,0,0,1,6,1045,6829.0
5/10/20,0,1,13,1,21,6,1,14,3,4,8,2,17,4,4,50,0,3,8,0,2,8,56,4,0,8,2,902,1099,23,14,1,0,11,7,0,3,8,1,9,16,0,4,12,4,591,30,0,2,22,0,918,0,6,0,302,5,0,25,21,6,3,21,3,3,1,2,0,2,5,2,4,0,1,19,1,0,41,4,3,58,6,0,0,21,3,468,686,160,2,5,2,1,9,17,4,0,0,27,0,0,0,1,6,1078,6951.0
5/11/20,0,1,14,1,22,6,1,14,3,4,8,2,19,4,4,50,0,3,8,0,2,8,57,4,0,8,2,992,1132,26,14,1,0,11,8,0,3,7,1,9,16,0,4,13,4,604,31,0,2,22,0,937,0,6,0,303,5,0,26,22,6,3,21,3,4,1,2,0,2,6,2,4,0,1,19,1,0,41,4,3,58,6,0,0,21,4,469,707,166,2,5,2,1,9,18,4,0,0,27,0,0,0,1,6,1086,7159.0
