Date,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays Harbor,Island,Jefferson,King,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,Okanogan,Pacific,Pend Oreille,Pierce,San Juan,Skagit,Skamania,Snohomish,Spokane,Stevens,Thurston,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima,Total
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11.0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18.0
3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,27.0
3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,39.0
3/5/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,70.0
3/6/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,78.0
3/7/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,71,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,102.0
3/8/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,83,0,1,0,0,0,0,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,122.0
3/9/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,83,0,1,0,0,0,0,0,0,0,4,0,0,0,31,0,0,0,0,0,0,0,0,122.0
3/10/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,116,1,1,0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,162.0
3/11/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,190,2,1,0,0,0,0,0,0,0,14,0,1,0,68,0,0,1,0,0,1,0,0,282.0
3/12/20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,270,2,2,0,0,0,0,0,0,0,17,0,1,0,108,0,0,1,0,0,1,0,0,406.0
3/13/20,0,0,0,0,0,3,1,0,0,0,0,0,1,1,3,1,328,3,3,0,0,0,0,0,0,0,19,0,3,0,133,0,0,1,0,0,1,0,2,503.0
3/14/20,0,0,0,0,0,3,1,0,0,0,0,0,2,1,6,1,387,3,3,0,0,0,0,0,0,0,26,0,4,0,154,3,0,3,0,0,2,0,4,603.0
3/15/20,0,0,0,0,0,3,1,0,0,0,0,0,2,1,6,1,387,3,3,0,0,0,0,0,0,0,26,0,4,0,154,3,0,3,0,0,2,0,4,603.0
3/16/20,0,0,0,0,0,4,1,1,0,0,0,0,3,1,7,3,488,7,3,0,1,1,0,0,0,0,38,0,7,0,200,3,0,4,0,0,3,0,4,779.0
3/17/20,0,0,0,2,0,4,1,1,0,0,0,0,7,1,14,3,569,7,3,1,1,1,0,0,0,0,45,0,9,0,266,4,0,5,0,0,6,0,5,955.0
3/18/20,0,0,0,2,0,4,1,1,0,0,1,0,8,1,16,4,562,9,4,1,1,1,1,0,0,0,56,0,14,0,310,5,0,6,0,0,7,0,7,1022.0
3/19/20,0,0,0,2,0,4,1,1,0,0,1,0,8,1,17,4,693,12,4,2,1,1,1,0,0,0,75,0,18,0,348,9,0,6,0,0,7,0,7,1223.0
3/20/20,0,0,3,2,1,6,1,1,0,0,2,0,8,1,19,4,793,12,4,2,1,1,1,0,0,0,83,0,25,0,385,11,0,8,0,0,10,0,10,1394.0
3/21/20,0,0,7,3,2,9,1,2,0,0,2,0,11,1,19,4,934,15,4,4,2,1,1,0,0,0,95,1,28,0,447,16,1,9,0,1,14,0,13,1647.0
3/22/20,0,0,7,3,4,10,1,3,0,0,3,1,18,1,21,6,1040,18,4,4,2,1,1,0,0,0,107,1,33,0,480,20,1,11,0,1,14,1,16,1833.0
3/23/20,1,0,9,6,4,13,1,3,1,0,5,0,23,1,25,6,1170,18,4,4,2,1,1,0,0,0,126,1,33,0,519,20,1,11,0,1,48,2,16,2076.0
3/24/20,1,0,9,6,4,13,1,3,1,0,5,0,23,1,25,8,1170,18,5,4,2,1,1,0,0,0,138,1,45,0,614,29,1,11,0,1,48,2,25,2216.0
3/25/20,1,0,12,10,4,16,1,3,2,0,7,0,27,1,38,9,1359,20,18,6,2,1,2,0,0,0,155,1,48,0,634,33,1,14,0,2,64,2,47,2540.0
3/26/20,3,0,19,10,5,48,1,7,5,1,7,0,33,1,64,11,1577,33,8,7,5,1,2,1,0,0,186,2,78,0,778,67,2,24,0,2,86,3,61,3138.0
3/27/20,3,0,42,12,5,76,1,7,5,1,12,0,39,1,64,11,1577,33,8,7,5,1,2,1,0,0,231,2,78,0,912,83,2,24,0,2,92,5,66,3410.0
3/28/20,5,0,42,13,5,82,1,10,5,1,12,0,44,1,80,11,2077,42,8,7,7,1,2,3,0,0,231,3,91,1,913,108,3,27,0,4,102,6,82,4030.0
3/29/20,5,0,56,13,5,90,1,10,5,1,16,0,50,1,93,13,2159,50,8,7,7,1,2,3,0,0,317,4,99,1,912,108,3,33,0,5,116,6,140,4340.0
3/30/20,7,0,102,14,6,90,1,14,5,1,37,0,59,1,105,14,2161,56,9,8,10,1,2,3,0,0,317,4,101,1,1068,136,3,36,0,6,116,8,147,4649.0
3/31/20,13,0,89,16,8,116,1,14,5,1,33,0,63,2,106,16,2330,74,9,9,10,1,5,3,0,0,377,4,121,1,1229,136,4,48,0,6,139,8,161,5158.0
4/1/20,14,0,108,17,8,130,1,14,5,1,33,0,63,2,109,17,2330,74,9,9,10,1,6,3,0,0,377,4,128,1,1304,158,4,48,0,7,139,10,161,5305.0
4/2/20,20,0,130,18,8,131,1,18,6,1,41,0,73,2,114,19,2656,83,10,9,10,1,11,3,0,0,498,6,143,1,1376,182,5,51,0,8,175,11,224,6045.0
4/3/20,20,0,136,20,8,137,1,18,6,1,45,0,75,2,119,19,2787,95,10,9,12,1,13,4,0,1,571,6,153,1,1376,194,5,58,1,8,182,11,240,6345.0
4/4/20,20,1,151,24,8,137,1,18,9,1,46,0,77,3,122,19,2898,99,10,9,13,1,13,6,0,1,620,6,161,1,1503,209,5,64,1,8,199,11,289,6764.0
4/5/20,23,2,164,29,8,137,1,18,10,1,56,0,80,6,130,20,3167,104,10,11,13,1,14,7,0,1,688,7,161,2,1559,219,5,67,1,9,224,11,326,7292.0
4/6/20,26,3,175,29,8,168,1,18,10,1,64,0,88,6,141,22,3331,104,12,11,16,1,15,9,0,1,717,9,161,2,1603,222,5,67,2,12,228,12,363,7663.0
4/7/20,27,4,176,34,8,185,1,21,10,1,70,0,88,6,142,27,3486,119,13,11,16,1,16,9,0,1,760,10,166,2,1659,222,5,74,2,13,238,12,380,8015.0
4/8/20,29,4,179,34,9,190,1,21,10,1,75,0,94,7,145,27,3688,119,13,11,16,1,17,10,0,1,795,12,169,2,1695,239,5,74,2,16,238,12,400,8361.0
4/9/20,30,4,215,43,10,206,1,23,12,1,86,0,95,7,155,27,3886,120,15,12,17,1,17,12,0,1,838,12,172,2,1745,246,6,77,2,17,243,12,433,8801.0
4/10/20,30,4,233,45,11,206,1,23,13,1,97,0,101,8,155,28,4117,126,15,12,18,1,18,12,0,1,875,12,178,2,1802,251,6,81,2,17,250,12,447,9211.0
4/11/20,30,4,244,53,11,220,1,23,16,1,107,0,110,8,157,28,4262,128,15,12,18,2,18,14,1,1,922,13,185,3,1835,251,6,81,2,20,261,12,511,9586.0
4/12/20,36,5,249,55,12,220,1,23,16,1,112,0,114,11,158,28,4426,132,13,14,17,2,19,15,1,1,931,13,187,3,1867,274,7,81,2,21,263,12,535,9877.0
4/13/20,37,5,259,55,12,239,1,25,18,1,122,0,120,11,158,28,4426,132,14,14,17,2,19,15,1,1,969,13,191,3,1907,276,7,81,2,21,264,12,538,10016.0
4/14/20,39,6,266,61,12,250,1,25,26,1,134,0,122,11,162,28,4549,132,14,14,17,2,19,15,1,1,969,13,195,3,1950,276,7,81,2,21,264,12,614,10315.0
4/15/20,39,6,266,61,14,258,1,26,29,1,185,0,122,12,163,28,4620,132,14,15,19,2,19,15,1,1,1000,13,198,3,1988,278,7,82,2,23,269,12,635,10559.0
4/16/20,40,10,283,63,14,265,1,26,34,1,152,0,129,12,164,28,4697,132,14,16,19,2,20,15,1,1,1022,13,209,3,2032,286,7,86,2,26,273,13,674,10785.0
4/17/20,40,11,295,66,15,277,1,26,34,1,162,0,133,12,165,28,4902,135,14,16,19,2,21,15,1,2,1086,13,218,3,2056,298,7,89,2,26,271,14,707,11183.0
4/18/20,40,11,306,67,15,277,1,29,34,1,177,0,140,12,165,28,4902,135,14,16,19,2,22,15,1,2,1086,15,226,3,2093,302,8,89,2,27,276,15,759,11332.0
4/19/20,41,13,313,73,15,277,1,29,34,1,191,0,143,12,166,29,5174,138,14,16,20,2,22,15,1,2,1143,15,240,3,2143,307,8,93,2,27,277,15,804,11819.0
4/20/20,41,13,314,75,14,296,1,32,32,1,191,0,143,12,166,28,5174,138,14,16,21,2,22,14,3,2,1188,15,245,3,2163,313,8,94,2,33,278,13,835,11955.0
4/21/20,43,13,326,81,14,306,1,32,59,1,192,0,143,12,166,28,5293,138,14,16,21,2,22,14,3,2,1219,15,252,3,2189,315,8,94,2,33,280,13,868,12233.0
4/22/20,44,14,338,88,14,313,1,34,61,1,207,0,147,12,168,28,5379,141,14,16,21,2,22,14,3,2,1236,15,255,3,2209,317,8,94,2,34,281,13,886,12437.0
4/23/20,45,16,365,88,14,291,1,35,63,1,233,0,146,12,160,28,5532,144,14,16,22,2,22,16,4,2,1192,14,280,3,2216,320,9,96,2,41,282,13,879,12619.0
4/24/20,45,16,383,89,14,293,1,36,69,1,239,0,149,12,160,28,5637,143,14,16,25,2,22,16,4,2,1212,14,283,3,2243,330,9,98,2,48,282,14,923,12877.0
4/25/20,46,17,399,90,15,296,1,39,70,1,250,0,150,12,161,28,5739,144,14,16,29,2,22,17,4,2,1235,14,287,3,2297,345,10,101,2,50,284,14,976,13182.0
4/26/20,46,17,405,91,15,297,1,39,72,1,251,0,150,12,160,28,5863,144,14,16,29,2,22,19,4,2,1244,14,299,3,2311,347,9,100,2,52,288,14,1015,13398.0
4/27/20,46,17,409,93,15,308,1,39,75,1,256,0,152,12,164,28,5945,147,14,16,29,2,23,20,4,2,1263,14,305,3,2332,347,9,100,2,55,287,14,1034,13583.0
4/28/20,46,17,415,96,17,313,1,39,75,1,265,0,155,12,168,28,6001,148,15,16,29,2,23,21,4,2,1293,14,308,3,2365,350,9,100,2,57,293,14,1046,13763.0
4/29/20,47,17,422,98,18,317,1,41,77,1,276,0,155,12,168,28,6103,148,14,16,29,2,23,21,4,2,1306,14,322,3,2389,353,9,104,2,62,294,14,1082,13994.0
4/30/20,47,18,430,108,18,321,1,45,78,1,279,0,159,12,168,28,6207,149,14,17,29,2,23,22,4,2,1322,14,329,3,2433,357,9,105,2,67,302,14,1128,14267.0
5/1/20,47,18,461,113,18,327,1,47,79,1,309,0,163,12,169,28,6274,150,15,17,29,2,25,21,4,2,1339,14,337,3,2453,367,9,106,2,76,305,14,1203,14560.0
5/2/20,48,18,494,114,18,328,1,53,82,1,348,0,169,12,169,28,6351,150,15,17,29,2,25,21,4,2,1376,14,345,3,2493,366,9,111,2,87,312,14,1272,14903.0
5/3/20,48,18,518,118,19,328,1,53,82,1,363,0,170,12,169,28,6449,150,15,18,29,2,26,21,4,2,1393,14,354,3,2509,369,9,111,2,88,316,14,1296,15122.0
5/4/20,48,18,532,120,18,336,1,59,84,1,377,0,180,12,169,28,6545,150,14,18,29,2,26,21,4,2,1414,14,357,3,2537,372,9,113,2,92,317,14,1372,15410.0
5/5/20,48,18,537,125,19,337,1,60,84,1,379,0,180,12,168,28,6621,150,14,17,29,2,26,21,4,2,1433,14,364,3,2549,373,9,113,2,93,318,14,1389,15557.0
5/6/20,49,18,548,137,19,341,1,62,95,1,387,0,179,12,172,28,6704,151,15,18,29,2,26,21,4,2,1454,14,379,3,2584,379,9,116,2,96,324,14,1449,15844.0
5/7/20,49,18,550,139,19,342,1,62,98,1,401,0,179,13,173,28,6809,154,15,19,30,2,28,21,4,2,1496,14,389,3,2627,380,9,115,2,97,328,14,1547,16178.0
5/8/20,49,18,559,140,19,347,1,64,102,1,404,0,180,13,172,28,6863,154,15,19,30,2,28,21,8,2,1510,14,391,3,2634,381,9,115,3,97,329,15,1579,16319.0
5/9/20,49,18,575,143,19,346,1,65,107,1,408,0,181,14,173,29,6947,155,17,19,30,2,28,22,9,2,1539,15,397,3,2664,381,9,117,3,99,330,15,1686,16618.0
5/10/20,49,18,577,148,19,351,1,66,112,1,412,0,181,13,174,29,7007,155,18,19,30,2,28,25,9,2,1562,15,401,3,2681,382,9,121,3,99,333,15,1781,16851.0
5/11/20,49,18,586,149,19,352,1,66,114,1,420,0,183,13,174,29,7068,156,40,20,30,2,28,25,9,2,1582,15,402,3,2690,384,9,121,4,103,338,15,1864,17084.0
5/12/20,50,18,588,150,19,362,1,66,114,1,422,0,183,13,174,29,7137,156,40,21,32,2,29,30,9,2,1593,15,406,3,2711,385,9,122,4,106,340,15,1916,17273.0
5/13/20,50,18,595,153,19,377,1,66,116,1,422,0,185,13,176,29,7212,156,40,22,33,2,30,29,9,2,1604,15,411,3,2720,387,9,122,4,105,341,16,1946,17439.0
5/14/20,50,18,605,163,19,380,1,68,120,1,427,0,185,13,176,29,7290,157,39,22,32,2,30,31,9,2,1626,15,416,3,2739,393,9,123,4,105,343,16,2002,17663.0
5/15/20,50,18,615,170,21,382,1,68,124,1,433,0,185,14,176,29,7325,157,47,22,32,2,30,35,9,2,1636,15,423,3,2756,393,9,122,4,105,344,16,2052,17826.0
5/16/20,50,18,627,172,21,386,1,68,125,1,441,0,185,15,176,30,7426,159,51,22,34,2,30,37,9,2,1654,15,425,3,2773,396,9,123,4,106,347,16,2217,18176.0
5/17/20,50,18,633,176,21,388,1,68,126,1,444,0,186,15,176,30,7472,160,52,24,34,2,31,40,9,2,1680,15,425,3,2784,400,9,124,4,107,353,16,2253,18332.0
5/18/20,50,18,643,178,21,388,1,68,129,1,456,0,187,15,176,30,7515,160,57,24,35,2,33,40,9,2,1687,15,426,3,2797,403,9,124,4,107,358,16,2370,18557.0
5/19/20,50,18,652,182,21,391,1,69,130,1,464,0,186,15,176,30,7565,161,61,25,35,2,33,40,9,2,1704,15,426,3,2818,411,10,124,4,106,359,16,2444,18759.0
5/20/20,50,18,660,186,25,392,1,70,132,1,466,0,188,15,176,30,7602,161,66,24,35,2,33,40,9,2,1716,15,426,3,2826,415,10,124,4,106,360,16,2518,18923.0
5/21/20,50,18,666,198,25,394,1,71,137,1,472,0,188,15,177,30,7630,161,66,24,35,2,33,42,9,2,1719,15,426,3,2846,421,10,124,4,106,363,16,2551,19051.0
5/22/20,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,7669,160,66,24,35,2,34,42,9,2,1728,15,426,3,2863,437,10,124,4,106,363,16,2594,19206.0
5/23/20,50,18,674,204,25,399,1,71,139,1,480,0,189,16,177,30,7669,160,66,24,35,2,34,42,9,2,1728,15,426,3,2863,437,10,124,4,106,363,16,2594,19206.0
5/24/20,53,18,696,229,25,410,1,72,157,1,499,0,190,16,177,30,7783,161,72,24,35,2,34,43,9,3,1756,15,426,3,2895,477,10,127,4,107,368,16,2812,19756.0
5/25/20,53,19,704,231,25,412,1,73,157,1,503,0,190,16,177,30,7826,161,75,24,35,2,34,44,9,3,1762,15,426,3,2904,494,10,129,4,108,369,16,2958,20003.0
5/26/20,53,19,727,233,25,421,1,73,157,1,510,0,190,16,177,30,7835,161,75,24,35,2,34,44,9,3,1766,15,427,3,2916,497,10,130,4,108,378,16,3008,20133.0
5/27/20,53,19,733,236,25,424,1,73,162,1,513,0,194,16,177,30,7863,161,80,24,35,2,34,45,9,3,1856,15,428,3,2927,516,10,131,4,108,380,16,3048,20355.0
5/28/20,54,19,742,238,25,449,1,73,164,1,523,0,198,16,177,30,7923,161,80,24,35,2,34,47,9,3,1884,15,428,3,2937,531,11,132,4,108,383,16,3231,20711.0
5/29/20,59,19,757,244,25,477,1,73,167,1,535,0,202,16,178,30,7949,161,83,24,35,2,35,47,9,3,1909,15,430,3,2945,555,11,133,4,108,383,16,3369,21013.0
5/30/20,62,19,776,246,25,509,1,73,169,1,549,0,203,16,178,30,7993,161,87,24,36,2,35,46,9,3,1922,15,432,3,2956,582,11,135,4,109,392,16,3458,21288.0
5/31/20,63,19,794,248,25,514,1,73,172,1,574,0,204,17,178,30,8092,161,88,25,37,2,36,49,9,3,1937,15,434,3,2967,596,11,147,4,108,396,16,3585,21634.0
6/1/20,63,19,810,250,25,516,1,73,172,1,598,0,208,17,178,31,8123,162,88,25,37,2,36,49,9,3,1940,15,435,3,2976,600,11,151,4,108,398,16,3749,21902.0
6/2/20,63,19,823,250,25,546,1,74,172,1,610,0,208,17,181,31,8177,162,89,28,37,2,36,50,9,3,1950,15,438,3,2987,612,11,152,4,110,401,16,3817,22130.0
6/3/20,73,19,838,254,27,550,1,76,172,1,632,0,211,18,181,31,8264,163,89,28,37,2,36,52,9,3,1968,15,443,4,2991,627,13,154,4,110,402,20,3938,22456.0
6/4/20,77,19,852,255,27,550,1,76,173,1,642,0,212,18,181,31,8318,163,88,29,37,2,36,53,9,3,1991,15,446,3,2999,648,13,154,4,111,404,20,4031,22692.0
6/5/20,78,19,873,260,27,550,1,76,177,1,670,0,214,19,181,31,8371,164,88,30,37,2,37,52,9,3,2007,15,450,3,3014,664,13,157,4,111,405,20,4141,22974.0
6/6/20,79,19,906,261,27,559,1,78,177,1,704,0,215,19,181,31,8417,165,88,33,37,2,37,56,9,3,2019,15,449,3,3025,713,13,163,4,113,409,20,4366,23417.0
